drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
,DB14644,Neuromyelitis Optica,C0027873,NCT03829566,Withdrawn,Phase 2/Phase 3,Discontinued by Investigator
,DB00531,Waldenstrom Macroglobulinemia,C0024419,NCT01652014,Withdrawn,Phase 2,Funding unavailable
methotrexate,DB00563,Urticaria,C0042109,NCT00189878,Terminated,Phase 2,unable to recruit
vinorelbine,DB00361,Malignant neoplasm of breast,C0006142,NCT02213744,Terminated,Phase 2/Phase 3,Felt not to show benefit over control per DMC and confirmed via futility analysis
insulin glargine,DB00030,Asthma,C0004096,NCT00642616,Terminated,Phase 3,Terminated upon recommendation of the Data Safety Monitoring Board (DSMB)
nivolumab,DB09035,Non-Small Cell Lung Carcinoma,C0007131,NCT03425331,Suspended,Phase 2,"Slow accrual, competing studies, and lack of efficacy"
etoposide,DB00773,Marginal Zone B-Cell Lymphoma,C1367654,NCT04189952,Terminated,Phase 2,Investigator Decision
liraglutide,DB06655,Diabetes Mellitus,C0011849,NCT02231658,Terminated,Phase 1,Too challenging to recruit appropriate participants at an acceptable speed.
nivolumab,DB09035,Ulcerative Colitis,C0009324,NCT03656627,Terminated,Phase 1,low accrual
mannitol,DB00742,Cerebral Edema,C0006114,NCT01605357,Withdrawn,Phase 1/Phase 2,Never started.
salmeterol,DB00938,Asthma,C0004096,NCT02218762,Withdrawn,Phase 1,It was decided that data from this study are no longer required and therefore it is not necessary to expose patients to the study medication
gatifloxacin,DB01044,Bacterial conjunctivitis,C0009768,NCT01330355,Terminated,Phase 3,Lack of enrollment
,DB01248,Malignant neoplasm of breast,C0006142,NCT00625898,Terminated,Phase 3,
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04344444,Terminated,Phase 3,Lack of efficacy data from other studies
,DB01217,Malignant neoplasm of breast,C0006142,NCT03874325,Terminated,Phase 2,lost funding
enocitabine,DB00741,Acute lymphoblastic leukemia - category,C1531702,NCT02535806,Terminated,Phase 2,Funding source discontinued
,DB00563,Acute lymphoblastic leukemia - category,C1531702,NCT02535806,Terminated,Phase 2,Funding source discontinued
deferasirox,DB01609,Iron Overload,C0282193,NCT01927913,Withdrawn,Phase 2,This study was withdrawn until the evaluation of the nonclinical rat findings is complete.
sodium oxybate,DB09072,Hypersomnia,C0917799,NCT03626727,Withdrawn,Early Phase 1,Target study population was extremely difficult to recruit and planned study budget was exceeded
,DB08918,Irritable Bowel Syndrome,C0022104,NCT01471379,Terminated,Phase 2,Due to recruitment difficulties the study is terminated.
,DB01234,Multiple Myeloma,C0026764,NCT02389543,Withdrawn,Phase 1/Phase 2,Terminated this trial and added a Lenalidomide arm to KCP-330-017
goserelin,DB00014,Malignant neoplasm of breast,C0006142,NCT00429403,Terminated,Phase 3,Study stopped due to low accrual.
fluoxetine,DB00472,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
pioglitazone,DB01132,Asthma,C0004096,NCT00787644,Terminated,Phase 2,new safety concerns which emerged about pioglitazone during the trial
,DB00795,Rheumatoid Arthritis,C0003873,NCT00521924,Terminated,Phase 3,Slow Enrollment
,DB00531,Lupus Nephritis,C0024143,NCT01015456,Terminated,Phase 3,Data Safety Monitoring Board concerning of the participants' safety
,DB08916,Non-Small Cell Lung Carcinoma,C0007131,NCT01836341,Withdrawn,Phase 1,
buspirone,DB00490,Epilepsy,C0014544,NCT01496612,Terminated,Phase 2,
,DB01248,Malignant neoplasm of breast,C0006142,NCT00964704,Withdrawn,Phase 2,No patients have been recruited therefore study has been cancelled
,DB00541,Neuroblastoma,C0027819,NCT02163356,Terminated,Phase 1,drug supply
buprenorphine,DB00921,Degenerative polyarthritis,C0029408,NCT00320801,Terminated,Phase 3,This study was terminated early due to administrative reasons.
nivolumab,DB09035,Psoriasis,C0033860,NCT03656627,Terminated,Phase 1,low accrual
,DB06148,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
,DB00482,Malignant neoplasm of breast,C0006142,NCT00101062,Terminated,Phase 2,study drug unavailable
,DB00563,Malignant neoplasm of breast,C0006142,NCT00074269,Terminated,Phase 2,Terminated early due to poor enrollment
enocitabine,DB00773,Multiple Myeloma,C0026764,NCT01500161,Terminated,Phase 2,Insufficient accruals
,DB02546,Acute lymphoblastic leukemia - category,C1531702,NCT01483690,Terminated,Phase 1/Phase 2,Toxicity
,DB00425,Sleeplessness,C0917801,NCT02139098,Terminated,Phase 3,Recruiting problems because of the time expenditure required for participating and the strict criteria of inclusion and exclusion
cyclophosphamide,DB00531,Neuroblastoma,C0027819,NCT02439788,Withdrawn,Phase 1,Based on newly available preclinical data we changed the CAR construct to a more effective version and will now study that product on a different protocol.
,DB00512,Osteomyelitis,C0029443,NCT02344511,Withdrawn,Phase 3,
latanoprost,DB00654,Ocular Hypertension,C0028840,NCT01721707,Withdrawn,Phase 3,withdrawn by industry
,DB00295,Pain,C0030193,NCT00573937,Terminated,Phase 2,Slow accrual.
temozolomide,DB00853,Glioblastoma Multiforme,C1621958,NCT01186406,Terminated,Phase 2,Study ended early due to toxicity
,DB00264,Atrial Fibrillation,C0004238,NCT03162120,Withdrawn,Phase 2/Phase 3,"new study type, it will be re-organiZed as an Investigator Initiated Study (IIS)"
esomeprazole,DB00338,Coughing,C0010200,NCT00668317,Terminated,Phase 3,Primary care physicians began prescribing antacid therapy for chronic cough
,DB00997,Malignant neoplasm of breast,C0006142,NCT00296010,Terminated,Phase 3,Accrual rate was too low
,DB00541,Marginal Zone B-Cell Lymphoma,C1367654,NCT04745832,Terminated,Phase 3,Discontinuation of zandelisib program
granisetron,DB00889,Nausea,C0027497,NCT01649258,Terminated,Phase 1,Lack of Efficacy
bevacizumab,DB00112,Malignant neoplasm of breast,C0006142,NCT02250118,Terminated,Phase 1,Insufficient Recruitment
bortezomib,DB00188,Multiple Myeloma,C0026764,NCT01002248,Terminated,Phase 3,
,DB00476,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
cyclophosphamide,DB00531,Malignant neoplasm of breast,C0006142,NCT02153905,Terminated,Phase 1/Phase 2,"Slow, insufficient accrual."
becaplermin,DB00102,Skin Ulcer,C0037299,NCT00034788,Terminated,Phase 3,Slow recruitment; Study did not address safety concern raised by European Medicines Agency
,DB01415,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
levetiracetam,DB01202,Obsessive-Compulsive Disorder,C0028768,NCT00299611,Terminated,Phase 2/Phase 3,Sponsor decided to terminate the study due to budget consideration
ibandronic acid,DB00710,Pain,C0030193,NCT00301886,Withdrawn,Phase 3,withdrawn support for study
melphalan,DB01042,Acute lymphoblastic leukemia - category,C1531702,NCT00961142,Terminated,Phase 2,slow recruitment
meglumine antimonate,DB13732,"Leishmaniasis, Cutaneous",C0023283,NCT00682656,Terminated,Phase 2/Phase 3,Efficacy issues on test arm
nitrous oxide,DB06690,Pain,C0030193,NCT00219713,Terminated,Phase 3,
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04363203,Suspended,Phase 3,concerns related to study drug
cyclophosphamide,DB00531,Non-Small Cell Lung Carcinoma,C0007131,NCT04596033,Terminated,Phase 1,Business reasons
melphalan,DB01042,Neuroblastoma,C0027819,NCT00801931,Terminated,Phase 1/Phase 2,Poor accrual
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT01929941,Terminated,Phase 1,Business decision.
alemtuzumab,DB00087,Multiple Sclerosis,C0026769,NCT01712945,Terminated,Phase 1/Phase 2,interim anlaysis failed: palifermin does not promote thymopoeisis after alemtuzumab
dexamethasone phosphate,DB01234,Multiple Myeloma,C0026764,NCT03201250,Terminated,Phase 1/Phase 2,"Phase I response to treatment was not as expected and the myeloma field in treatment has changed since initiating the study, so investigators felt the study should not be pursued into Phase II."
dapsone,DB00250,Pemphigus Vulgaris,C0030809,NCT00429533,Terminated,Phase 2,
ketamine,DB01221,Endometriosis,C0014175,NCT05229653,Suspended,Phase 1,IRB approval time has lapsed; continuation must be filed before resuming study activities.
,DB15759,Bacterial Vaginosis,C0085166,NCT03769688,Withdrawn,Phase 1,Replaced with different study at another site.
letrozole,DB01006,Malignant neoplasm of breast,C0006142,NCT00684216,Terminated,Phase 2/Phase 3,acrual too slow
,DB00051,Rheumatoid Arthritis,C0003873,NCT01764997,Terminated,Phase 3,Due to small number of participants entering randomization. Not a safety issue.
,DB06710,Multiple Sclerosis,C0026769,NCT01516554,Terminated,Phase 2,Poor recruitment
ropivacaine,DB00296,Pain,C0030193,NCT02819544,Withdrawn,Phase 3,investigator choice
,DB00531,Multiple Sclerosis,C0026769,NCT01679041,Terminated,Phase 2,Insufficient accruals; PI leaving site
,DB00853,Retinoblastoma,C0035335,NCT00003273,Withdrawn,Phase 2,
fulvestrant,DB00947,Non-Small Cell Lung Carcinoma,C0007131,NCT00932152,Terminated,Phase 2,Poor enrollment/suspended to accrual; will close per AstraZeneca request
caffeine,DB00201,Migraine Disorders,C0149931,NCT03022838,Terminated,Phase 2/Phase 3,The study was terminated prematurely due to poor recruitment.
lenalidomide,DB00480,Multiple Myeloma,C0026764,NCT01729338,Terminated,Phase 2,
dexamethasone phosphate,DB01234,Acute lymphoblastic leukemia - category,C1531702,NCT03705507,Terminated,Phase 1/Phase 2,"Poor recruitment, due to a change in the standard of care for this patient population with the use of CAR-T cells"
tolvaptan,DB06212,Hyponatremia,C0020625,NCT02020278,Terminated,Phase 3,Issues with recruitment and enrollment made the trial impossible or highly impracticable. Termination of this trial was not due to safety reasons.
ropivacaine,DB00296,Pain,C0030193,NCT01986751,Terminated,Phase 1/Phase 2,failure to enroll
methotrexate,DB00563,Juvenile arthritis,C3495559,NCT03781375,Terminated,Phase 3,
oxytocin,DB00107,Postpartum Hemorrhage,C0032797,NCT02999100,Terminated,Phase 1,"Inability to reliably measure plasma oxytocin levels during third stage labour, regardless of administration method (intramuscular or inhaled)."
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT02598310,Terminated,Phase 2,
ivermectin,DB00602,"Dermatitis, Atopic",C0011615,NCT03553615,Withdrawn,Phase 2,Limited clinical capacity
,DB00482,Malignant neoplasm of breast,C0006142,NCT00665457,Terminated,Phase 2,study drug was removed from the market and low enrollment.
,DB00480,Multiple Myeloma,C0026764,NCT01303965,Terminated,Phase 1/Phase 2,Slow accrual
,DB00363,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB00635,Pain,C0030193,NCT01522443,Terminated,Phase 3,Stopped after the outcome of cabozantinib Phase 3 CRPC study XL184-307.
hydroxychloroquine,DB01611,COVID19 (disease),C5203670,NCT04329923,Terminated,Phase 2,Cohort 1: slow accrual Cohort 2: Other studies showed no benefit Cohort 3: Study met pre-specificied futility analysis at planned second interim analysis
,DB00207,COVID19 (disease),C5203670,NCT04348474,Suspended,Early Phase 1,"Azidus, the CRO hired for this study by Prevent Senior has lost the interest to conduct this study."
suramin,DB04786,Non-Small Cell Lung Carcinoma,C0007131,NCT01038752,Terminated,Phase 2,
,DB01234,Multiple Myeloma,C0026764,NCT02928029,Terminated,Phase 1/Phase 2,Due to the changes of standard of care and the slow recruitment of participants.
,DB00997,Multiple Myeloma,C0026764,NCT00215943,Terminated,Phase 3,"Poor accrual, changes in management of newly diagnosed myeloma patients, new drugs/more effective regimens."
lamotrigine,DB00555,Neurofibromatosis 1,C0027831,NCT02256124,Terminated,Phase 2/Phase 3,"Due to our experience, the small number of new inclusions, and the uncertainty regarding the COVID-19 outbreak, we have decided to discontinue the study."
,DB06603,Malignant neoplasm of breast,C0006142,NCT01194908,Terminated,Phase 1/Phase 2,Slow accrual
,DB01101,Malignant neoplasm of breast,C0006142,NCT01349088,Withdrawn,Phase 1/Phase 2,
,DB00977,Malignant neoplasm of breast,C0006142,NCT00193726,Terminated,Phase 3,The accrual was very slow and there were many competing studies ongoing/initiated .
epirubicin,DB00445,Malignant neoplasm of breast,C0006142,NCT00431795,Terminated,Phase 2,Due to poor accrual
,DB00987,Acute lymphocytic leukemia,C0023449,NCT02419755,Terminated,Phase 2,Accrual goals were no longer feasible based on restrictions imposed by the DSMB.
,DB01060,Osteomyelitis,C0029443,NCT02099240,Terminated,Early Phase 1,Not enough patient enrollment and lack of staffing
,DB00295,Pain,C0030193,NCT00558870,Terminated,Phase 2,Low Accrual.
lapatinib,DB01259,Malignant neoplasm of breast,C0006142,NCT00754702,Terminated,Phase 2,Poor accrual
nivolumab,DB09035,Non-Small Cell Lung Carcinoma,C0007131,NCT04758949,Withdrawn,Phase 2,Sponsor Decision
imatinib,DB00619,Chronic graft-versus-host disease,C0867389,NCT01898377,Terminated,Phase 2,New treatment option introduced for patients with the study indication
mycophenolate mofetil,DB01024,"Lupus Erythematosus, Systemic",C0024141,NCT00626197,Terminated,Phase 3,Study was terminated due to an imbalance of serious and opportunistic infections in the ocrelizumab treated patients versus the placebo arm.
mycophenolate mofetil,DB01024,Acute lymphoblastic leukemia - category,C1531702,NCT01532635,Terminated,Phase 2,Slow accrual
,DB00921,"Pain, Postoperative",C0030201,NCT03268278,Terminated,Phase 1,Loss of interest
adalimumab,DB00051,Crohn Disease,C0010346,NCT01562951,Terminated,Phase 3,Not enough patient population according to selection criteria to complete the study
sunitinib,DB01268,Renal Cell Carcinoma,C0007134,NCT03729245,Terminated,Phase 3,Sponsor decision
,DB01041,Multiple Myeloma,C0026764,NCT00577668,Withdrawn,Phase 2,Poor accrual
zonisamide,DB00909,Epilepsy,C0014544,NCT00692003,Terminated,Phase 3,Sponsor's decision
norfloxacin,DB01059,Cystitis,C0010692,NCT01527019,Withdrawn,Phase 3,the company suspended the persecution of this combination
,DB04572,Retinoblastoma,C0035335,NCT00623077,Terminated,Phase 1,Replaced by another study
iloprost,DB01088,Systemic Scleroderma,C0036421,NCT00622687,Terminated,Phase 2,sufficient number to reach the primary endpoint and as planned
,DB09210,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
trabectedin,DB05109,leiomyosarcoma,C0023269,NCT03773510,Withdrawn,Phase 3,Not approved by the coordinating Ethical Committee
baclofen,DB00181,Alcohol withdrawal syndrome,C0236663,NCT02052440,Terminated,Phase 3,Insufficient funding to complete with low enrollment rate
,DB00993,Lupus Nephritis,C0024143,NCT00425438,Terminated,Phase 3,Study was terminated early for administrative reasons.
tapentadol,DB06204,Chronic pain,C0150055,NCT00982280,Terminated,Phase 3,Slow Recruitment and supply of Investigational Medicinal Product Issues
fentanyl,DB00813,Pain,C0030193,NCT00959400,Withdrawn,Phase 3,
docetaxel,DB01248,leiomyosarcoma,C0023269,NCT01418001,Terminated,Phase 1/Phase 2,Lack of accrual
bevacizumab,DB00112,Malignant neoplasm of breast,C0006142,NCT05431582,Withdrawn,Phase 1,No participants enrolled
,DB01104,Infection by Cryptococcus neoformans,C0010414,NCT03002012,Terminated,Phase 3,"SAEs with n=1 serotonin syndrome, n=2 SAEs after sertraline interruption."
irinotecan,DB00762,Neuroblastoma,C0027819,NCT01505608,Terminated,Phase 1/Phase 2,Lack of Enrollment
,DB03247,Crohn Disease,C0010346,NCT02769494,Withdrawn,Phase 3,Lack of funds
,DB00207,COVID19 (disease),C5203670,NCT04358068,Terminated,Phase 2,Slow enrollment and lack of community enthusiasm
palonosetron,DB00377,Nausea and vomiting,C0027498,NCT00903396,Terminated,Phase 2,Slow accrual
,DB00997,Malignant neoplasm of breast,C0006142,NCT00028483,Terminated,Phase 2,
naltrexone,DB00704,Malignant neoplasm of breast,C0006142,NCT00379197,Terminated,Phase 2,slow accrual
,DB01156,Dementia,C0497327,NCT02374567,Terminated,Phase 3,
,DB01238,Schizophrenia,C0036341,NCT02374567,Terminated,Phase 3,
goserelin,DB00014,Malignant neoplasm of breast,C0006142,NCT04478266,Terminated,Phase 3,The study was terminated based on the review by an independent data monitoring committee of the prespecified interim analysis of the Phase 3 AMEERA-5 efficacy data. No new safety signals were observed.
salbutamol,DB01001,Asthma,C0004096,NCT03376932,Withdrawn,Phase 3,withdrawn due to internal reasons
,DB00482,Malignant neoplasm of breast,C0006142,NCT00075673,Terminated,Phase 1,
methylprednisolone,DB00959,Neuromyelitis Optica,C0027873,NCT02398994,Terminated,Phase 3,Continued effort did not successfully increase recruitment into the study.
paclitaxel,DB01229,Malignant neoplasm of breast,C0006142,NCT00622466,Terminated,Phase 2,Study sponsor requested that the study be permanently closed by letter.
,DB00398,Malignant neoplasm of breast,C0006142,NCT00722072,Terminated,Phase 2,Sponsor pulled funding and low accrual
moxifloxacin,DB00218,Neuroblastoma,C0027819,NCT00324324,Terminated,Phase 3,
,DB01068,Epilepsy,C0014544,NCT02134366,Terminated,Phase 3,Recruitment Issues - Lack of target population
memantine,DB01043,Schizophrenia,C0036341,NCT00148590,Terminated,Phase 3,
interferon beta-1a,DB00060,"Multiple Sclerosis, Relapsing-Remitting",C0751967,NCT01714089,Withdrawn,Phase 2,
