drug_name,drugbank_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
hydroflumethiazide,DB00774,Hypertensive disease,C0020538,,Approved,,
betamethasone acetate,DB00443,Dermatitis Herpetiformis,C0011608,,Approved,,
clindamycin phosphate,DB01190,Staphylococcal Pneumonia,C0032308,,Approved,,
clobetasol propionate,DB01013,Chronic small plaque psoriasis,C0406317,,Approved,,
prednisone,DB00635,Autoimmune hemolytic anemia,C0002880,,Approved,,
ondansetron,DB00904,Chemotherapy-induced nausea and vomiting,C0401160,,Approved,,
pantoprazole,DB00213,Zollinger-Ellison syndrome,C0043515,,Approved,,
acetazolamide,DB00819,Malignant glaucoma,C0271152,,Approved,,
azelaic acid,DB00548,Rosacea,C0035854,,Approved,,
moxifloxacin,DB00218,Abdominal Infection,C1112209,,Approved,,
triamcinolone acetonide,DB00620,Serum Sickness,C0036830,,Approved,,
clindamycin,DB01190,Gas gangrene caused by clostridium perfringens,C0343500,,Approved,,
ziprasidone,DB00246,Bipolar disorder in remission,C0270425,,Approved,,
ephedrine,DB01364,Sinus headache,C0037195,,Approved,,
ceftaroline fosamil,DB06590,Escherichia coli Infections,C0014836,,Approved,,
hydrocortisone acetate,DB00741,Trichinellosis,C0040896,,Approved,,
medroxyprogesterone,DB00603,Endometriosis,C0014175,,Approved,,
dextromethorphan,DB00514,Sneezing,C0037383,,Approved,,
lomefloxacin,DB00978,Acute exacerbation of chronic bronchitis,C0856695,,Approved,,
lithium citrate,DB14507,"Bipolar affective disorder, current episode manic",C0338873,,Approved,,
clindamycin phosphate,DB01190,Aspiration Pneumonia,C0032290,,Approved,,
fluticasone propionate,DB13867,Pruritus Ani,C0033775,,Approved,,
olanzapine,DB00334,Bipolar disorder in remission,C0270425,,Approved,,
minoxidil,DB00350,Alopecia,C0002170,,Approved,,
hydrocortisone,DB00741,Berylliosis,C0005138,,Approved,,
relebactam,DB12377,Intestinal infection due to Pseudomonas,C0152515,,Approved,,
ceftizoxime,DB01332,Escherichia coli Infections,C0014836,,Approved,,
hydrocortisone succinate,DB14545,Nephrotic Syndrome,C0027726,,Approved,,
spectinomycin,DB00919,Acute gonococcal cervicitis,C0153195,,Approved,,
aceprometazine,DB01615,Sleeplessness,C0917801,,Approved,,
alatrofloxacin,DB09335,Acute gonococcal endometritis,C0153196,,Approved,,
benzylpenicillin,DB01053,Abdominal actinomycosis,C0001263,,Approved,,
risedronic acid,DB00884,Osteitis Deformans,C0029401,,Approved,,
brexanolone,DB11859,"Depression, Postpartum",C0221074,,Approved,,
inqovi,DB15694,"Leukemia, Myelomonocytic, Chronic",C0023480,,Approved,,
guaiacol,DB11359,Common Cold,C0009443,,Approved,,
desonide,DB01260,"Dermatitis, Atopic",C0011615,,Approved,,
cortisone acetate,DB01380,Pruritus of genital organs,C0033777,,Approved,,
zinc acetate,DB14487,Zinc deficiency,C0235950,,Approved,,
loteprednol etabonate,DB00873,Iritis,C0022081,,Approved,,
cefuroxime,DB01112,Streptococcal tonsillitis,C0275804,,Approved,,
betamethasone benzoate,DB00443,Pruritus Ani,C0033775,,Approved,,
ozenoxacin,DB12924,Staphylococcal Skin Infections,C0038166,,Approved,,
ambenonium,DB01122,Myasthenia Gravis,C0026896,,Approved,,
tazobactam,DB01606,Hospital acquired pneumonia,C0949083,,Approved,,
paracetamol,DB00316,Pain,C0030193,,Approved,,
hydrocortisone succinate,DB00741,Adrenal cortical hypofunction,C0405580,,Approved,,
levocetirizine,DB06282,Allergic rhinitis (disorder),C2607914,,Approved,,
cyclophosphamide,DB00531,Multiple Myeloma,C0026764,,Approved,,
hydrocortisone,DB00741,Infective blepharitis,C0729587,,Approved,,
adefovir dipivoxil,DB00718,"Hepatitis B, Chronic",C0524909,,Approved,,
ofloxacin,DB01165,Malignant otitis externa due to Pseudomonas aeruginosa,C0395818,,Approved,,
ofloxacin,DB01165,Chlamydial pelvic inflammatory disease,C0520777,,Approved,,
ampicillin,DB00415,Salmonella sepsis,C0152486,,Approved,,
baricitinib,DB11817,"Dermatitis, Atopic",C0011615,,Approved,,
betamethasone acetate,DB00443,Tendinitis,C0039503,,Approved,,
cefoxitin,DB01331,Klebsiella cystitis,C0520775,,Approved,,
vancomycin,DB00512,Staphylococcal endocarditis,C0520767,,Approved,,
desoximetasone,DB00547,Granuloma Annulare,C0085074,,Approved,,
zofenopril,DB08766,Hypertensive disease,C0020538,,Approved,,
desvenlafaxine,DB06700,Major Depressive Disorder,C1269683,,Approved,,
carfenazine,DB01038,Chronic schizophrenia,C0221765,,Approved,,
medrysone,DB00253,Allergic Conjunctivitis,C0009766,,Approved,,
methotrexate,DB00563,Malignant epithelial neoplasm of female breast,C3163805,,Approved,,
nafcillin,DB00607,Staphylococcal meningitis,C0154640,,Approved,,
salicylic acid,DB13860,Allergic rhinitis (disorder),C2607914,,Approved,,
nitrofurazone,DB00336,Urinary tract infection caused by Escherichia coli,C0577708,,Approved,,
trovafloxacin,DB00685,Endomyometritis,C0269050,,Approved,,
gentamicin,DB00798,"Skin Diseases, Bacterial",C0162627,,Approved,,
carbenicillin,DB00578,Urinary tract infection caused by Escherichia coli,C0577708,,Approved,,
salmeterol,DB00938,Intrinsic asthma,C0155880,,Approved,,
busulfan,DB01008,Philadelphia chromosome positive chronic myelogenous leukemia,C0279543,,Approved,,
loteprednol etabonate,DB14596,Herpes zoster keratitis,C1275687,,Approved,,
fosphenytoin,DB01320,Status Epilepticus,C0038220,,Approved,,
ofloxacin,DB01165,Mycoplasma pneumonia,C0032302,,Approved,,
gentamicin,DB00798,Serratia sepsis,C0152973,,Approved,,
sirolimus,DB00877,Tuberous Sclerosis,C0041341,,Approved,,
cefuroxime axetil,DB01112,Streptococcal pneumonia,C0155862,,Approved,,
cefuroxime,DB01112,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
gentamicin,DB00798,Bacterial conjunctivitis,C0009768,,Approved,,
etesevimab,DB15897,COVID19 (disease),C5203670,,Approved,,
digoxin,DB00390,Poisoning caused by Digitalis glycoside,C0274726,,Approved,,
alatrofloxacin,DB09335,Haemophilus influenzae pneumonia,C0276026,,Approved,,
lenvatinib,DB09078,Primary thymic carcinoma,C4302369,,Approved,,
tipranavir,DB00932,HIV Infections,C0019693,,Approved,,
tetracycline,DB00759,Rocky Mountain Spotted Fever,C0035793,,Approved,,
diamorphine,DB01452,Severe pain,C0278140,,Approved,,
triamcinolone acetonide,DB00620,Adrenal cortical hypofunction,C0405580,,Approved,,
naproxen,DB00788,Headache Disorders,C0393735,,Approved,,
betrixaban,DB12364,At risk of venous thromboembolus,C1960639,,Approved,,
trovafloxacin,DB00685,Staphylococcal Pneumonia,C0032308,,Approved,,
norethisterone,DB00717,Atrophic Vaginitis,C0221392,,Approved,,
desonide,DB01260,Granuloma Annulare,C0085074,,Approved,,
betamethasone acetate,DB00443,"Dermatitis, Atopic",C0011615,,Approved,,
mirogabalin,DB11825,Peripheral neuropathic pain,C0458960,,Approved,,
procaine benzylpenicillin,DB01053,Infection due to Erysipelothrix rhusiopathiae (disorder),C1276801,,Approved,,
vonoprazan,DB11739,Duodenal Ulcer,C0013295,,Approved,,
capecitabine,DB01101,metastasis from malignant neoplasm of colon,C1282500,,Approved,,
ranibizumab,DB01270,Age related macular degeneration,C0242383,,Approved,,
kanamycin,DB01172,Cholangitis,C0008311,,Approved,,
alosetron,DB00969,Irritable bowel syndrome with diarrhea,C0348898,,Approved,,
benzoyl peroxide,DB09096,Contact Dermatitis,C0011616,,Approved,,
doxycycline,DB00254,Chlamydia Infections,C0008149,,Approved,,
zalcitabine,DB00943,HIV Infections,C0019693,,Approved,,
ceftizoxime,DB01332,Acute gonococcal cervicitis,C0153195,,Approved,,
valproic acid,DB00313,"Bipolar affective disorder, current episode manic",C0338873,,Approved,,
lanreotide,DB06791,Acromegaly,C0001206,,Approved,,
phenyltoloxamine,DB11160,Dermatographic urticaria,C0343065,,Approved,,
hydroxychloroquine,DB01611,Quartan malaria,C0024536,,Approved,,
clindamycin phosphate,DB01190,Acne Vulgaris,C0001144,,Approved,,
idoxuridine,DB00249,"Keratitis, Herpetic",C0019357,,Approved,,
ethinylestradiol,DB00977,Hot flushes,C0600142,,Approved,,
erythromycin,DB00199,Ophthalmia Neonatorum,C0029076,,Approved,,
dirithromycin,DB00954,Group A Streptococcal Infections,C0554628,,Approved,,
gentamicin,DB00798,Arthropathy associated with infection,C0157749,,Approved,,
nifedipine,DB01115,Angina Pectoris,C0002962,,Approved,,
aztreonam,DB00355,Bacterial urinary infection,C0729524,,Approved,,
cladribine,DB00242,Hairy Cell Leukemia,C0023443,,Approved,,
azithromycin,DB00207,Pelvic inflammatory disease due to Mycoplasma hominis,C1261256,,Approved,,
apalutamide,DB11901,Metastasis from malignant tumor of prostate,C1282496,,Approved,,
moxifloxacin,DB00218,Bacterial conjunctivitis,C0009768,,Approved,,
eptacog alfa (activated),DB00036,Hemophilia B,C0008533,,Approved,,
ciprofloxacin,DB00537,Acute bacterial sinusitis,C0275556,,Approved,,
chlormezanone,DB01178,Anxiety,C0003467,,Approved,,
cefazolin,DB01327,Staphylococcal Pneumonia,C0032308,,Approved,,
hydrocortisone succinate,DB14545,Exfoliative dermatitis,C0011606,,Approved,,
demeclocycline,DB00618,Staphylococcus aureus infection,C1318973,,Approved,,
hydrocortisone,DB00741,Humoral hypercalcemia of malignancy (disorder),C0149911,,Approved,,
fusidic acid,DB02703,Neonatal meningitis,C0456107,,Approved,,
diclofenac,DB00586,Tenosynovitis,C0039520,,Approved,,
nintedanib,DB09079,Idiopathic Pulmonary Fibrosis,C1800706,,Approved,,
prednisolone,DB00860,Exanthema,C0015230,,Approved,,
atorvastatin,DB01076,Hypercholesterolemia,C0020443,,Approved,,
betaine,DB06756,Infective cystitis,C0600041,,Approved,,
triflupromazine,DB00508,Nausea,C0027497,,Approved,,
cefalexin,DB00567,Staphylococcus aureus infection,C1318973,,Approved,,
moxifloxacin,DB00218,Group A Streptococcal Infections,C0554628,,Approved,,
phenyltoloxamine,DB11160,Rhinorrhea,C1260880,,Approved,,
filgrastim,DB00099,Chemotherapy induced neutropenia,C1827687,,Approved,,
aspartic acid,DB00128,Hypokalemia,C0020621,,Approved,,
insulin glulisine,DB00030,Diabetes Mellitus,C0011849,,Approved,,
salicylic acid,DB14006,Hyperkeratosis,C0870082,,Approved,,
dexibuprofen,DB09213,Dysmenorrhea,C0013390,,Approved,,
cholic acid,DB02659,Constipation,C0009806,,Approved,,
diflorasone diacetate,DB00223,Chronic small plaque psoriasis,C0406317,,Approved,,
topiroxostat,DB01685,Hyperuricemia,C0740394,,Approved,,
selenium sulfide,DB00971,Scurfiness of scalp,C0423775,,Approved,,
dexamethasone,DB01234,Infective otitis media,C0729586,,Approved,,
rosuvastatin,DB01098,Arteriosclerosis,C0003850,,Approved,,
fumaric acid,DB01677,Psoriasis,C0033860,,Approved,,
azithromycin,DB00207,Acute gonococcal urethritis,C0275652,,Approved,,
magnesium oxide,DB01377,Constipation,C0009806,,Approved,,
metronidazole,DB15759,Endometritis,C0014179,,Approved,,
chlorambucil,DB00291,"Lymphoma, Follicular",C0024301,,Approved,,
pancrelipase,DB00085,Exocrine pancreatic insufficiency,C0267963,,Approved,,
doxycycline,DB00254,Gastrointestinal anthrax,C0152945,,Approved,,
oxymetazoline,DB00935,Redness of eye,C0235267,,Approved,,
paroxetine,DB00715,Depressive disorder,C0011581,,Approved,,
trandolapril,DB00519,Chronic heart failure,C0264716,,Approved,,
vericiguat,DB15456,Heart failure,C0018801,,Approved,,
piperacillin,DB00319,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
aztreonam,DB00355,Sepsis caused by Gram negative bacteria,C3163829,,Approved,,
birch bark extract,DB16536,Epidermolysis Bullosa,C0014527,,Approved,,
vindesine,DB00309,melanoma,C0025202,,Approved,,
piperacillin,DB00319,Serratia sepsis,C0152973,,Approved,,
clindamycin phosphate,DB01190,Infection of bone,C2242472,,Approved,,
calcium acetate,DB00258,Cardiac Arrest,C0018790,,Approved,,
eculizumab,DB01257,Congenital hemolytic uremic syndrome,C2919522,,Approved,,
relebactam,DB12377,Abdominal Infection,C1112209,,Approved,,
clarithromycin,DB01211,Mycoplasma pneumonia,C0032302,,Approved,,
enviomycin,DB08993,"Tuberculosis, Pulmonary",C0041327,,Approved,,
eszopiclone,DB00402,Sleeplessness,C0917801,,Approved,,
magnesium salicylate,DB01397,Headache Disorders,C0393735,,Approved,,
ergocalciferol,DB11094,Vitamin D Deficiency,C0042870,,Approved,,
methylprednisolone,DB00959,Hodgkin Disease,C0019829,,Approved,,
diclofenac,DB00586,Dysmenorrhea,C0013390,,Approved,,
hyaluronidase,DB06205,Multiple Myeloma,C0026764,,Approved,,
sparfloxacin,DB01208,Chlamydial pneumonia,C0339959,,Approved,,
lidocaine,DB00281,Neuralgia,C0027796,,Approved,,
ofloxacin,DB01165,Streptococcal pneumonia,C0155862,,Approved,,
demeclocycline,DB00618,Pneumonia,C0032285,,Approved,,
cefapirin,DB01139,Bacterial infection due to Klebsiella pneumoniae,C0343402,,Approved,,
samidorphan,DB12543,Bipolar I disorder,C0853193,,Approved,,
betamethasone benzoate,DB00443,Exanthema,C0015230,,Approved,,
ascorbic acid,DB14482,Breastfeeding (mother),C1623040,,Approved,,
ipratropium,DB00332,Allergic rhinitis (disorder),C2607914,,Approved,,
certolizumab pegol,DB08904,Ankylosing spondylitis,C0038013,,Approved,,
mometasone furoate,DB14512,Psoriasis of scalp,C0406326,,Approved,,
hydrocortisone,DB00741,Cyclitis,C0010543,,Approved,,
alvimopan,DB06274,Postoperative ileus,C0400877,,Approved,,
ergocalciferol,DB11094,Osteomalacia,C0029442,,Approved,,
benzylpenicillin,DB01053,Meningococcemia,C0025306,,Approved,,
gemcitabine,DB00441,Malignant neoplasm of ovary,C1140680,,Approved,,
aminobenzoic acid,DB02362,Dermatomyositis,C0011633,,Approved,,
haloperidol decanoate,DB00502,Chronic schizophrenia,C0221765,,Approved,,
somapacitan,DB15093,Adult growth hormone deficiency,C1720505,,Approved,,
imipenem,DB01598,Female genital tract infection,C1263758,,Approved,,
quetiapine,DB01224,Schizophrenia,C0036341,,Approved,,
fluconazole,DB00196,Mucocutaneous candidiasis,C0006848,,Approved,,
ketoconazole,DB01026,Adrenal Gland Hyperfunction,C0001622,,Approved,,
celecoxib,DB00482,Rheumatoid Arthritis,C0003873,,Approved,,
polythiazide,DB01324,Hypertensive disease,C0020538,,Approved,,
scopolamine,DB00747,Allergic rhinitis (disorder),C2607914,,Approved,,
triamcinolone,DB00620,Chronic discoid lupus erythematosus,C0024138,,Approved,,
demeclocycline,DB00618,Anthrax disease,C0003175,,Approved,,
hydrocortisone acetate,DB00741,Keratitis,C0022568,,Approved,,
sodium citrate,DB09154,Heartburn,C0018834,,Approved,,
prednisolone,DB00860,Inflammatory Bowel Diseases,C0021390,,Approved,,
incadronic acid,DB06255,Humoral hypercalcemia of malignancy (disorder),C0149911,,Approved,,
ceftriaxone,DB01212,Chancroids,C0007947,,Approved,,
cilastatin,DB01597,Bacterial Endocarditis,C0014121,,Approved,,
selpercatinib,DB15685,metastasis from malignant neoplasm of thyroid,C1282509,,Approved,,
tivozanib,DB11800,Renal Cell Carcinoma,C0007134,,Approved,,
simvastatin,DB00641,Hypercholesterolemia,C0020443,,Approved,,
pirbuterol,DB01291,Bronchiectasis,C0006267,,Approved,,
paracetamol,DB00316,Back Pain,C0004604,,Approved,,
malathion,DB00772,Pediculus capitis infestation,C0030757,,Approved,,
doxorubicin,DB00997,Malignant neoplasm of thyroid,C0007115,,Approved,,
betamethasone,DB00443,Nephrotic Syndrome,C0027726,,Approved,,
mipomersen,DB05528,Homozygous Familial Hypercholesterolemia,C0342881,,Approved,,
betamethasone acetate,DB00443,Crohn Disease,C0010346,,Approved,,
tenofovir disoproxil,DB14126,HIV Infections,C0019693,,Approved,,
terfenadine,DB00342,Rhinorrhea,C1260880,,Approved,,
benzylpenicillin,DB01053,Scarlet Fever,C0036285,,Approved,,
hydrocortisone acetate,DB00741,"Arthritis, Gouty",C0003868,,Approved,,
procaine benzylpenicillin,DB01053,Gingivostomatitis,C0149704,,Approved,,
valsartan,DB00177,Chronic heart failure,C0264716,,Approved,,
doxepin,DB01142,"Dermatitis, Atopic",C0011615,,Approved,,
naproxen,DB00788,Arthralgia,C0003862,,Approved,,
cefditoren pivoxil,DB01066,Haemophilus influenzae pneumonia,C0276026,,Approved,,
trovafloxacin,DB00685,Gonorrhea of rectum,C0275665,,Approved,,
prednisone,DB00635,"Arthritis, Psoriatic",C0003872,,Approved,,
fusidic acid,DB02703,Acute gonococcal cervicitis,C0153195,,Approved,,
metharbital,DB00463,Tonic-Clonic Epilepsy,C0014549,,Approved,,
lithium carbonate,DB14509,Pain,C0030193,,Approved,,
bromazine,DB01237,Rhinorrhea,C1260880,,Approved,,
doripenem,DB06211,Abdominal Abscess,C0243001,,Approved,,
ebastine,DB11742,Chronic Spontaneous Urticaria,C0578870,,Approved,,
hydrocortisone acetate,DB14539,Corneal Abrasions,C0010032,,Approved,,
secnidazole,DB12834,Bacterial Vaginosis,C0085166,,Approved,,
diltiazem,DB00343,Atrial Fibrillation,C0004238,,Approved,,
triamcinolone diacetate,DB00620,Crohn Disease,C0010346,,Approved,,
ammonia,DB11118,Scurfiness of scalp,C0423775,,Approved,,
tetracycline,DB00759,Actinomycosis,C0001261,,Approved,,
estrone,DB00655,Acne Vulgaris,C0001144,,Approved,,
prednisolone,DB00860,Corneal Ulcer,C0010043,,Approved,,
doxepin,DB01142,Lichen Simplex Chronicus,C0149922,,Approved,,
mechlorethamine,DB00888,Chronic Lymphocytic Leukemia,C0023434,,Approved,,
sirolimus,DB00877,Lymphangioma,C0024221,,Approved,,
ceftaroline fosamil,DB06590,Pneumonia due to Escherichia coli,C0276089,,Approved,,
glibenclamide,DB01016,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
prednisone,DB00635,Exacerbation of asthma,C0349790,,Approved,,
olsalazine,DB00244,Ulcerative colitis in remission,C3697010,,Approved,,
sodium citrate,DB09154,Coughing,C0010200,,Approved,,
ceftizoxime,DB01332,Osteomyelitis due to Staphylococcus aureus,C1997728,,Approved,,
chlorothiazide,DB00880,Edema,C0013604,,Approved,,
insulin glargine,DB00030,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
vadadustat,DB12255,Anemia in chronic kidney disease,C1561828,,Approved,,
dexchlorpheniramine,DB13679,"Rhinitis, Vasomotor",C0035460,,Approved,,
phenylephrine,DB00388,Sneezing,C0037383,,Approved,,
salicylic acid,DB13860,Greasy skin,C0234925,,Approved,,
hyaluronidase,DB14740,Multiple Myeloma,C0026764,,Approved,,
venlafaxine,DB00285,Panic Disorder,C0030319,,Approved,,
loracarbef,DB00447,Haemophilus influenzae pneumonia,C0276026,,Approved,,
calcipotriene,DB02300,Psoriasis of scalp,C0406326,,Approved,,
isoprenaline,DB01064,Low Cardiac Output Syndrome,C0600177,,Approved,,
terfenadine,DB00342,Sneezing,C0037383,,Approved,,
erythromycin,DB00199,Neonatal pneumonia,C0339968,,Approved,,
clonazepam,DB01068,Atonic seizure,C0270846,,Approved,,
pentostatin,DB00552,Hairy Cell Leukemia,C0023443,,Approved,,
doxycycline,DB00254,Bacterial urinary infection,C0729524,,Approved,,
cefamandole,DB01326,Klebsiella cystitis,C0520775,,Approved,,
desoximetasone,DB00547,Pruritus Ani,C0033775,,Approved,,
amantadine,DB00915,Parkinson Disease,C0030567,,Approved,,
benzatropine,DB00245,Extrapyramidal Disorders,C0015371,,Approved,,
tolazamide,DB00839,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,,Approved,,
cefditoren pivoxil,DB01066,Group A Streptococcal Infections,C0554628,,Approved,,
prednisolone,DB00860,Tendinitis,C0039503,,Approved,,
calcium chloride,DB01164,Disorder of electrolytes,C1704431,,Approved,,
vardenafil,DB00862,Erectile dysfunction,C0242350,,Approved,,
ferrous gluconate,DB14488,Anemia of prematurity,C0158996,,Approved,,
gentamicin,DB00798,Proteus pneumonia,C1260917,,Approved,,
pentobarbital,DB00312,Sleeplessness,C0917801,,Approved,,
levodopa,DB01235,"Parkinson Disease, Postencephalitic",C0030568,,Approved,,
defibrotide,DB04932,Hepatic Veno-Occlusive Disease,C0019156,,Approved,,
fluconazole,DB00196,Candidemia,C0877445,,Approved,,
micafungin,DB01141,Candidemia,C0877445,,Approved,,
azacitidine,DB00928,"Leukemia, Myelomonocytic, Chronic",C0023480,,Approved,,
prazepam,DB01588,Anxiety,C0003467,,Approved,,
bleomycin,DB00290,"Lymphoma, Follicular",C0024301,,Approved,,
diprophylline,DB00651,"Bronchitis, Chronic",C0008677,,Approved,,
dexamethasone,DB01234,Granuloma Annulare,C0085074,,Approved,,
algeldrate,DB06723,Heartburn,C0018834,,Approved,,
